"","subID","cond_level","RT","correct","Expt"
"1758","34","unique",869,1,"1a"
"1759","34","common",786,1,"1a"
"1760","34","neutral",714,1,"1a"
"1761","34","common",876,1,"1a"
"1762","34","neutral",522,1,"1a"
"1763","34","common",608,1,"1a"
"1764","34","neutral",791,1,"1a"
"1765","34","common",856,1,"1a"
"1766","34","common",771,1,"1a"
"1767","34","neutral",953,1,"1a"
"1768","34","unique",710,1,"1a"
"1769","34","neutral",954,1,"1a"
"1770","34","unique",779,1,"1a"
"1771","34","unique",695,1,"1a"
"1772","34","unique",1206,1,"1a"
"1773","34","common",1084,1,"1a"
"1774","34","unique",1565,1,"1a"
"1775","34","unique",1576,1,"1a"
"1776","36","unique",758,1,"1a"
"1777","36","unique",483,0,"1a"
"1778","36","neutral",653,1,"1a"
"1779","36","neutral",719,1,"1a"
"1780","36","common",796,1,"1a"
"1781","36","unique",552,1,"1a"
"1782","36","common",496,0,"1a"
"1783","36","common",614,1,"1a"
"1784","36","unique",609,1,"1a"
"1785","36","neutral",536,1,"1a"
"1786","36","common",588,1,"1a"
"1787","36","common",548,1,"1a"
"1788","36","common",825,1,"1a"
"1789","36","common",578,1,"1a"
"1790","36","neutral",592,1,"1a"
"1791","36","common",611,0,"1a"
"1792","36","common",796,1,"1a"
"1793","36","neutral",773,1,"1a"
"1794","36","neutral",837,1,"1a"
"1795","36","neutral",770,1,"1a"
"1796","36","unique",576,1,"1a"
"1797","36","unique",853,1,"1a"
"1798","36","neutral",968,1,"1a"
"1799","36","unique",762,1,"1a"
"1800","36","unique",762,1,"1a"
"1801","36","unique",639,1,"1a"
"1802","36","common",776,1,"1a"
"1803","36","unique",777,1,"1a"
"1804","36","unique",728,1,"1a"
"1805","36","common",623,1,"1a"
"1806","36","common",1106,1,"1a"
"1807","36","common",772,1,"1a"
"1808","36","neutral",735,1,"1a"
"1809","36","common",592,1,"1a"
"1810","36","neutral",549,1,"1a"
"1811","36","common",842,1,"1a"
"1812","36","neutral",648,0,"1a"
"1813","36","unique",914,1,"1a"
"1814","36","neutral",669,1,"1a"
"1815","36","unique",1147,1,"1a"
"1816","36","unique",942,1,"1a"
"1817","36","neutral",696,1,"1a"
"1818","36","neutral",548,1,"1a"
"1819","36","common",801,1,"1a"
"1820","36","neutral",1051,0,"1a"
"1821","36","neutral",1155,1,"1a"
"1822","36","neutral",575,1,"1a"
"1823","36","common",819,1,"1a"
"1824","36","unique",591,1,"1a"
"1825","36","neutral",861,1,"1a"
"1826","36","common",604,1,"1a"
"1827","36","common",666,1,"1a"
"1828","36","neutral",683,1,"1a"
"1829","36","unique",935,1,"1a"
"1830","36","unique",1083,1,"1a"
"1831","36","neutral",643,1,"1a"
"1832","36","common",853,1,"1a"
"1833","36","unique",610,1,"1a"
"1834","36","common",912,1,"1a"
"1835","36","common",805,1,"1a"
"1836","36","common",1118,1,"1a"
"1837","36","unique",901,1,"1a"
"1838","36","unique",837,1,"1a"
"1839","36","unique",530,1,"1a"
"1840","36","neutral",850,1,"1a"
"1841","36","common",794,1,"1a"
"1842","36","unique",1064,1,"1a"
"1843","36","neutral",1038,1,"1a"
"1844","36","neutral",544,1,"1a"
"1845","36","common",501,1,"1a"
"1846","36","neutral",521,1,"1a"
"1847","36","unique",854,1,"1a"
"1848","36","neutral",711,1,"1a"
"1849","36","neutral",782,1,"1a"
"1850","36","unique",994,1,"1a"
"1851","36","neutral",535,1,"1a"
"1852","36","neutral",1046,1,"1a"
"1853","36","unique",853,1,"1a"
"1854","36","common",1276,1,"1a"
"1855","36","unique",1009,1,"1a"
"1856","36","unique",797,1,"1a"
"1857","36","unique",813,1,"1a"
"1858","36","common",827,1,"1a"
"1859","36","common",836,1,"1a"
"1860","36","neutral",966,1,"1a"
"1861","36","unique",667,1,"1a"
"1862","36","common",1633,1,"1a"
"1863","36","neutral",821,1,"1a"
"1864","36","common",1988,1,"1a"
"1865","36","unique",684,1,"1a"
"1866","36","common",1060,1,"1a"
"1867","36","neutral",622,1,"1a"
"1868","36","unique",599,1,"1a"
"1869","36","unique",1473,1,"1a"
"1870","36","common",1693,0,"1a"
"1871","36","unique",1505,1,"1a"
"1872","36","common",644,1,"1a"
"1873","36","neutral",581,1,"1a"
"1874","36","neutral",951,1,"1a"
"1875","36","neutral",732,1,"1a"
"1876","36","unique",1802,1,"1a"
"1877","36","common",571,1,"1a"
"1878","36","neutral",475,0,"1a"
"1879","36","unique",831,1,"1a"
"1880","36","unique",1780,1,"1a"
"1881","36","neutral",608,1,"1a"
"1882","36","unique",1382,1,"1a"
"1883","36","common",532,1,"1a"
"1884","36","unique",1381,1,"1a"
"1885","36","neutral",917,1,"1a"
"1886","36","neutral",1608,1,"1a"
"1887","36","common",1503,1,"1a"
"1888","36","common",1364,1,"1a"
"1889","36","neutral",843,1,"1a"
"1890","36","unique",1437,1,"1a"
"1891","36","common",573,1,"1a"
"1892","36","common",690,1,"1a"
"1893","36","neutral",526,1,"1a"
"1894","36","neutral",745,1,"1a"
"1895","36","unique",778,1,"1a"
"1896","36","unique",646,1,"1a"
"1897","36","common",895,1,"1a"
"1898","36","unique",586,1,"1a"
"1899","36","neutral",898,0,"1a"
"1900","36","common",465,1,"1a"
"1901","36","common",806,1,"1a"
"1902","36","neutral",686,1,"1a"
"1903","36","unique",1317,1,"1a"
"1904","36","unique",1552,1,"1a"
"1905","36","unique",869,1,"1a"
"1906","36","neutral",792,1,"1a"
"1907","36","neutral",575,1,"1a"
"1908","36","common",1232,1,"1a"
"1909","36","neutral",688,1,"1a"
"1910","36","unique",835,1,"1a"
"1911","36","unique",575,1,"1a"
"1912","36","common",725,1,"1a"
"1913","36","neutral",761,1,"1a"
"1914","36","unique",742,1,"1a"
"1915","36","unique",529,1,"1a"
"1916","36","common",1132,1,"1a"
"1917","36","neutral",692,1,"1a"
"1918","36","unique",1061,1,"1a"
"1919","36","neutral",1970,1,"1a"
"1920","36","common",1280,1,"1a"
"1921","36","unique",890,1,"1a"
"1922","36","common",513,1,"1a"
"1923","36","neutral",586,1,"1a"
"1924","36","neutral",687,1,"1a"
"1925","36","common",638,1,"1a"
"1926","36","unique",1455,1,"1a"
"1927","36","unique",821,1,"1a"
"1928","36","common",533,1,"1a"
"1929","36","common",575,1,"1a"
"1930","36","common",820,1,"1a"
"1931","36","common",801,1,"1a"
"1932","36","unique",611,1,"1a"
"1933","36","neutral",623,1,"1a"
"1934","36","unique",517,1,"1a"
"1935","36","common",917,0,"1a"
"1936","36","neutral",570,1,"1a"
"1937","36","unique",697,1,"1a"
"1938","36","common",491,1,"1a"
"1939","37","unique",907,0,"1a"
"1940","37","common",1266,1,"1a"
"1941","37","neutral",1272,1,"1a"
"1942","37","unique",1036,1,"1a"
"1943","37","neutral",1210,1,"1a"
"1944","37","neutral",1244,1,"1a"
"1945","37","unique",1326,1,"1a"
"1946","37","neutral",1030,1,"1a"
"1947","37","neutral",992,1,"1a"
"1948","37","neutral",1004,1,"1a"
"1949","37","unique",1040,1,"1a"
"1950","37","unique",1070,1,"1a"
"1951","37","neutral",1297,1,"1a"
"1952","37","neutral",1107,1,"1a"
"1953","37","common",1273,1,"1a"
"1954","37","neutral",1020,1,"1a"
"1955","37","common",1276,1,"1a"
"1956","37","neutral",1548,1,"1a"
"1957","37","common",2319,1,"1a"
"1958","37","neutral",1278,1,"1a"
"1959","37","unique",1144,1,"1a"
"1960","37","neutral",1298,1,"1a"
"1961","37","common",1024,1,"1a"
"1962","37","common",1361,1,"1a"
"1963","37","common",1797,1,"1a"
"1964","37","unique",1340,1,"1a"
"1965","37","unique",1050,1,"1a"
"1966","37","common",1009,1,"1a"
"1967","37","neutral",1298,1,"1a"
"1968","37","neutral",1388,1,"1a"
"1969","37","unique",901,1,"1a"
"1970","37","common",915,1,"1a"
"1971","37","unique",1943,1,"1a"
"1972","37","common",969,1,"1a"
"1973","37","unique",1177,0,"1a"
"1974","37","common",1846,1,"1a"
"1975","37","unique",1410,1,"1a"
"1976","37","common",1314,1,"1a"
"1977","37","unique",886,1,"1a"
"1978","37","unique",966,1,"1a"
"1979","37","common",2226,1,"1a"
"1980","37","unique",982,1,"1a"
"1981","37","neutral",1047,1,"1a"
"1982","37","common",1354,1,"1a"
"1983","37","unique",1478,1,"1a"
"1984","37","unique",1304,1,"1a"
"1985","37","common",1704,0,"1a"
"1986","37","unique",1283,1,"1a"
"1987","37","unique",1322,1,"1a"
"1988","37","unique",1323,1,"1a"
"1989","37","common",976,1,"1a"
"1990","37","neutral",1070,1,"1a"
"1991","37","unique",1781,1,"1a"
"1992","37","unique",1343,1,"1a"
"1993","37","neutral",1108,1,"1a"
"1994","37","common",1264,1,"1a"
"1995","37","unique",1334,1,"1a"
"1996","37","neutral",1505,0,"1a"
"1997","37","common",860,1,"1a"
"1998","37","unique",1574,1,"1a"
"1999","37","neutral",828,1,"1a"
"2000","37","unique",1711,1,"1a"
"2001","37","common",1200,1,"1a"
"2002","37","unique",1071,1,"1a"
"2003","37","common",1112,1,"1a"
"2004","37","common",1359,1,"1a"
"2005","37","neutral",839,1,"1a"
"2006","37","common",1326,1,"1a"
"2007","37","neutral",844,1,"1a"
"2008","37","neutral",1127,1,"1a"
"2009","37","common",935,1,"1a"
"2010","37","unique",970,1,"1a"
"2011","37","neutral",1150,1,"1a"
"2012","37","unique",1133,1,"1a"
"2013","37","neutral",871,1,"1a"
"2014","37","common",820,1,"1a"
"2015","37","common",1205,1,"1a"
"2016","37","common",1168,1,"1a"
"2017","37","neutral",717,1,"1a"
"2018","37","common",930,1,"1a"
"2019","37","neutral",1013,1,"1a"
"2020","37","common",844,1,"1a"
"2021","37","neutral",1051,1,"1a"
"2022","37","common",1006,0,"1a"
"2023","37","neutral",897,1,"1a"
"2024","37","unique",1263,1,"1a"
"2025","37","neutral",1004,1,"1a"
"2026","37","unique",1168,1,"1a"
"2027","37","neutral",822,1,"1a"
"2028","37","common",1053,1,"1a"
"2029","37","unique",988,1,"1a"
"2030","37","neutral",1243,1,"1a"
"2031","37","unique",1298,1,"1a"
"2032","37","common",1022,1,"1a"
"2033","37","unique",960,1,"1a"
"2034","37","unique",790,1,"1a"
"2035","37","common",1105,1,"1a"
"2036","37","neutral",776,1,"1a"
"2037","37","unique",925,1,"1a"
"2038","37","unique",949,1,"1a"
"2039","37","common",905,1,"1a"
"2040","37","unique",852,1,"1a"
"2041","37","common",1057,1,"1a"
"2042","37","unique",1024,1,"1a"
"2043","37","neutral",1007,1,"1a"
"2044","37","unique",1003,1,"1a"
"2045","37","unique",1509,1,"1a"
"2046","37","neutral",1275,1,"1a"
"2047","37","neutral",845,1,"1a"
"2048","37","common",821,1,"1a"
"2049","37","common",731,1,"1a"
"2050","37","common",1184,1,"1a"
"2051","37","neutral",1136,1,"1a"
"2052","37","unique",1425,0,"1a"
"2053","37","neutral",1270,1,"1a"
"2054","37","neutral",780,1,"1a"
"2055","37","common",814,1,"1a"
"2056","37","neutral",824,1,"1a"
"2057","37","common",713,1,"1a"
"2058","37","common",857,0,"1a"
"2059","37","unique",1579,1,"1a"
"2060","37","unique",891,1,"1a"
"2061","37","neutral",849,1,"1a"
"2062","37","common",904,1,"1a"
"2063","37","neutral",907,1,"1a"
"2064","37","unique",850,1,"1a"
"2065","37","neutral",947,1,"1a"
"2066","37","unique",850,1,"1a"
"2067","37","neutral",1215,1,"1a"
"2068","37","unique",1321,1,"1a"
"2069","37","neutral",1185,1,"1a"
"2070","37","unique",795,1,"1a"
"2071","37","neutral",783,1,"1a"
"2072","37","neutral",860,1,"1a"
"2073","37","unique",1155,1,"1a"
"2074","37","common",978,1,"1a"
"2075","37","neutral",839,1,"1a"
"2076","37","unique",811,0,"1a"
"2077","37","neutral",823,1,"1a"
"2078","37","unique",981,1,"1a"
"2079","37","neutral",976,1,"1a"
"2080","37","common",2215,1,"1a"
"2081","37","unique",1006,1,"1a"
"2082","37","unique",1109,1,"1a"
"2083","37","unique",1071,1,"1a"
"2084","37","neutral",1033,1,"1a"
"2085","37","neutral",922,1,"1a"
"2086","37","common",1073,1,"1a"
"2087","37","common",1273,1,"1a"
"2088","37","unique",1412,1,"1a"
"2089","37","common",991,1,"1a"
"2090","37","neutral",921,1,"1a"
"2091","37","neutral",726,1,"1a"
"2092","37","neutral",998,1,"1a"
"2093","37","neutral",777,1,"1a"
"2094","37","neutral",1130,1,"1a"
"2095","37","common",826,1,"1a"
"2096","37","common",1167,1,"1a"
"2097","37","common",855,1,"1a"
"2098","37","common",1028,1,"1a"
"2099","37","unique",855,1,"1a"
"2100","37","common",893,1,"1a"
"2101","37","neutral",866,1,"1a"
"2102","37","common",1302,1,"1a"
"2103","37","neutral",773,1,"1a"
"2104","37","unique",982,1,"1a"
"2105","37","common",891,1,"1a"
"2106","37","unique",1707,1,"1a"
"2107","37","neutral",1249,1,"1a"
"2108","37","common",842,1,"1a"
"2109","37","common",834,1,"1a"
"2110","37","common",640,1,"1a"
"2111","37","common",695,1,"1a"
"2112","37","common",913,1,"1a"
"2113","37","neutral",1004,1,"1a"
"2114","37","unique",1027,1,"1a"
"2115","37","common",759,1,"1a"
"2116","37","unique",818,1,"1a"
"2117","37","common",1099,1,"1a"
"2118","37","unique",908,1,"1a"
"2119","38","unique",894,1,"1a"
"2120","38","neutral",760,1,"1a"
"2121","38","unique",808,1,"1a"
"2122","38","unique",805,1,"1a"
"2123","38","common",615,1,"1a"
"2124","38","common",1562,1,"1a"
"2125","38","common",1186,1,"1a"
"2126","38","common",602,1,"1a"
"2127","38","unique",652,0,"1a"
"2128","38","neutral",738,1,"1a"
"2129","38","unique",852,1,"1a"
"2130","38","unique",848,1,"1a"
"2131","38","common",1042,1,"1a"
"2132","38","common",1057,1,"1a"
"2133","38","common",1405,1,"1a"
"2134","38","neutral",1091,1,"1a"
"2135","38","neutral",942,1,"1a"
"2136","38","common",1212,1,"1a"
"2137","38","unique",1086,1,"1a"
"2138","38","unique",775,1,"1a"
"2139","38","neutral",964,1,"1a"
"2140","38","common",1212,1,"1a"
"2141","38","neutral",915,1,"1a"
"2142","38","unique",783,1,"1a"
"2143","38","neutral",717,1,"1a"
"2144","38","neutral",620,1,"1a"
"2145","38","neutral",796,1,"1a"
"2146","38","unique",932,1,"1a"
"2147","38","common",1292,1,"1a"
"2148","38","neutral",631,0,"1a"
"2149","38","unique",1019,1,"1a"
"2150","38","unique",1299,1,"1a"
"2151","38","unique",978,1,"1a"
"2152","38","neutral",1334,1,"1a"
"2153","38","neutral",673,1,"1a"
"2154","38","unique",761,0,"1a"
"2155","38","neutral",1029,1,"1a"
"2156","38","common",1109,1,"1a"
"2157","38","common",838,1,"1a"
"2158","38","common",837,1,"1a"
"2159","38","neutral",666,1,"1a"
"2160","38","neutral",856,1,"1a"
"2161","38","neutral",1050,1,"1a"
"2162","38","neutral",701,1,"1a"
"2163","38","common",1047,1,"1a"
"2164","38","neutral",1488,1,"1a"
"2165","38","unique",1006,1,"1a"
"2166","38","common",1007,1,"1a"
"2167","38","common",1345,1,"1a"
"2168","38","neutral",855,1,"1a"
"2169","38","neutral",1022,1,"1a"
"2170","38","common",937,1,"1a"
"2171","38","neutral",959,1,"1a"
"2172","38","unique",890,1,"1a"
"2173","38","common",1666,1,"1a"
"2174","38","neutral",1017,1,"1a"
"2175","38","common",555,0,"1a"
"2176","38","neutral",902,1,"1a"
"2177","38","unique",1235,1,"1a"
"2178","38","neutral",1059,1,"1a"
"2179","38","common",1051,1,"1a"
"2180","38","common",877,1,"1a"
"2181","38","common",1816,0,"1a"
"2182","38","unique",1456,1,"1a"
"2183","38","common",1335,1,"1a"
"2184","38","neutral",1567,1,"1a"
"2185","38","unique",1169,1,"1a"
"2186","38","common",940,1,"1a"
"2187","38","neutral",733,0,"1a"
"2188","38","unique",1374,1,"1a"
"2189","38","common",911,1,"1a"
"2190","38","unique",957,1,"1a"
"2191","38","common",799,1,"1a"
"2192","38","unique",1021,1,"1a"
"2193","38","common",586,1,"1a"
"2194","38","unique",970,1,"1a"
"2195","38","common",844,0,"1a"
"2196","38","common",1608,1,"1a"
"2197","38","unique",870,1,"1a"
"2198","38","unique",1117,1,"1a"
"2199","38","neutral",1044,1,"1a"
"2200","38","unique",1885,1,"1a"
"2201","38","unique",600,1,"1a"
"2202","38","common",1252,1,"1a"
"2203","38","unique",942,1,"1a"
"2204","38","common",1049,1,"1a"
"2205","38","neutral",837,1,"1a"
"2206","38","common",1087,0,"1a"
"2207","38","unique",777,1,"1a"
"2208","38","unique",712,1,"1a"
"2209","38","common",508,1,"1a"
"2210","38","unique",1396,1,"1a"
"2211","38","unique",758,1,"1a"
"2212","38","common",870,0,"1a"
"2213","38","unique",975,1,"1a"
"2214","38","unique",1103,1,"1a"
"2215","38","common",1044,0,"1a"
"2216","38","unique",969,1,"1a"
"2217","38","neutral",2159,1,"1a"
"2218","38","unique",847,1,"1a"
"2219","38","unique",852,1,"1a"
"2220","38","neutral",2272,0,"1a"
"2221","38","unique",1264,1,"1a"
"2222","38","neutral",757,1,"1a"
"2223","38","unique",1464,1,"1a"
"2224","38","neutral",1659,1,"1a"
"2225","38","common",1325,1,"1a"
"2226","38","unique",1119,0,"1a"
"2227","38","neutral",880,1,"1a"
"2228","38","common",1324,1,"1a"
"2229","38","neutral",2321,1,"1a"
"2230","38","neutral",1584,1,"1a"
"2231","38","common",688,1,"1a"
"2232","38","neutral",544,1,"1a"
"2233","38","unique",826,1,"1a"
"2234","38","common",934,1,"1a"
"2235","38","neutral",598,1,"1a"
"2236","38","neutral",903,1,"1a"
"2237","38","common",779,1,"1a"
"2238","38","neutral",659,1,"1a"
"2239","38","neutral",251,0,"1a"
"2240","38","common",1053,1,"1a"
"2241","38","neutral",1175,1,"1a"
"2242","38","common",739,1,"1a"
"2243","38","unique",966,1,"1a"
"2244","38","unique",624,1,"1a"
"2245","38","neutral",968,1,"1a"
"2246","38","unique",1288,1,"1a"
"2247","38","common",1366,1,"1a"
"2248","38","common",1190,1,"1a"
"2249","38","unique",1439,1,"1a"
"2250","38","unique",1668,1,"1a"
"2251","38","neutral",1449,1,"1a"
"2252","38","common",979,1,"1a"
"2253","38","common",820,1,"1a"
"2254","38","common",1172,0,"1a"
"2255","38","common",877,1,"1a"
"2256","38","unique",723,0,"1a"
"2257","38","neutral",2808,1,"1a"
"2258","38","common",1449,1,"1a"
"2259","38","common",933,1,"1a"
"2260","38","common",2041,1,"1a"
"2261","38","neutral",1474,1,"1a"
"2262","38","neutral",1524,1,"1a"
"2263","38","unique",713,1,"1a"
"2264","38","common",681,1,"1a"
"2265","38","unique",600,1,"1a"
"2266","38","neutral",1642,1,"1a"
"2267","38","neutral",669,0,"1a"
"2268","38","neutral",2179,1,"1a"
"2269","38","neutral",909,1,"1a"
"2270","39","neutral",882,1,"1a"
"2271","39","neutral",662,1,"1a"
"2272","39","neutral",547,1,"1a"
"2273","39","common",959,1,"1a"
"2274","39","common",839,1,"1a"
"2275","39","common",984,1,"1a"
"2276","39","neutral",662,1,"1a"
"2277","39","common",816,1,"1a"
"2278","39","unique",733,1,"1a"
"2279","39","unique",614,1,"1a"
"2280","39","unique",683,1,"1a"
"2281","39","common",794,1,"1a"
"2282","39","common",564,1,"1a"
"2283","39","common",1037,1,"1a"
"2284","39","common",539,0,"1a"
"2285","39","unique",695,1,"1a"
"2286","39","unique",598,1,"1a"
"2287","39","unique",755,1,"1a"
"2288","39","common",625,1,"1a"
"2289","39","neutral",483,0,"1a"
"2290","39","neutral",562,1,"1a"
"2291","39","neutral",552,0,"1a"
"2292","39","neutral",688,1,"1a"
"2293","39","common",626,1,"1a"
"2294","39","unique",655,1,"1a"
"2295","39","unique",646,1,"1a"
"2296","39","neutral",821,1,"1a"
"2297","39","neutral",671,1,"1a"
"2298","39","neutral",733,1,"1a"
"2299","39","neutral",634,1,"1a"
"2300","39","unique",542,1,"1a"
"2301","39","neutral",694,1,"1a"
"2302","39","neutral",599,1,"1a"
"2303","39","neutral",757,1,"1a"
"2304","39","unique",665,1,"1a"
"2305","39","common",626,1,"1a"
"2306","39","unique",733,1,"1a"
"2307","39","unique",494,1,"1a"
"2308","39","common",516,1,"1a"
"2309","39","neutral",692,1,"1a"
"2310","39","unique",898,1,"1a"
"2311","39","common",820,1,"1a"
"2312","39","common",704,1,"1a"
"2313","39","unique",506,1,"1a"
"2314","39","unique",593,1,"1a"
"2315","39","neutral",568,1,"1a"
"2316","39","common",768,1,"1a"
"2317","39","common",842,1,"1a"
"2318","39","unique",574,1,"1a"
"2319","39","common",888,1,"1a"
"2320","39","unique",633,1,"1a"
"2321","39","neutral",477,1,"1a"
"2322","39","common",801,1,"1a"
"2323","39","neutral",572,1,"1a"
"2324","39","neutral",508,1,"1a"
"2325","39","unique",725,1,"1a"
"2326","39","common",744,1,"1a"
"2327","39","unique",503,1,"1a"
"2328","39","unique",554,1,"1a"
"2329","39","neutral",570,1,"1a"
"2330","39","common",745,1,"1a"
"2331","39","unique",815,1,"1a"
"2332","39","unique",531,1,"1a"
"2333","39","neutral",697,1,"1a"
"2334","39","common",1007,1,"1a"
"2335","39","neutral",683,1,"1a"
"2336","39","common",806,1,"1a"
"2337","39","unique",551,1,"1a"
"2338","39","unique",527,1,"1a"
"2339","39","common",630,1,"1a"
"2340","39","unique",940,1,"1a"
"2341","39","common",972,1,"1a"
"2342","39","neutral",586,1,"1a"
"2343","39","common",665,1,"1a"
"2344","39","unique",634,1,"1a"
"2345","39","unique",805,1,"1a"
"2346","39","common",635,1,"1a"
"2347","39","neutral",527,1,"1a"
"2348","39","common",525,1,"1a"
"2349","39","unique",609,1,"1a"
"2350","39","neutral",402,1,"1a"
"2351","39","neutral",567,1,"1a"
"2352","39","unique",624,0,"1a"
"2353","39","neutral",572,1,"1a"
"2354","39","common",570,1,"1a"
"2355","39","neutral",583,1,"1a"
"2356","39","neutral",535,1,"1a"
"2357","39","common",586,1,"1a"
"2358","39","unique",533,1,"1a"
"2359","39","common",551,1,"1a"
"2360","39","unique",834,1,"1a"
"2361","39","neutral",570,1,"1a"
"2362","39","common",504,1,"1a"
"2363","39","unique",750,1,"1a"
"2364","39","neutral",803,1,"1a"
"2365","39","common",553,1,"1a"
"2366","39","unique",504,1,"1a"
"2367","39","unique",589,1,"1a"
"2368","39","neutral",493,0,"1a"
"2369","39","common",434,1,"1a"
"2370","39","common",528,1,"1a"
"2371","39","neutral",371,1,"1a"
"2372","39","unique",509,1,"1a"
"2373","39","common",716,1,"1a"
"2374","39","common",452,1,"1a"
"2375","39","common",737,1,"1a"
"2376","39","neutral",588,1,"1a"
"2377","39","common",607,1,"1a"
"2378","39","neutral",496,1,"1a"
"2379","39","common",431,0,"1a"
"2380","39","common",525,0,"1a"
"2381","39","common",682,1,"1a"
"2382","39","common",568,0,"1a"
"2383","39","unique",625,1,"1a"
"2384","39","neutral",768,1,"1a"
"2385","39","neutral",456,1,"1a"
"2386","39","neutral",611,1,"1a"
"2387","39","common",653,0,"1a"
"2388","39","neutral",692,1,"1a"
"2389","39","neutral",567,1,"1a"
"2390","39","neutral",529,1,"1a"
"2391","39","common",813,1,"1a"
"2392","39","common",845,1,"1a"
"2393","39","unique",666,1,"1a"
"2394","39","common",954,1,"1a"
"2395","39","unique",588,1,"1a"
"2396","39","unique",549,1,"1a"
"2397","39","unique",638,1,"1a"
"2398","39","unique",493,1,"1a"
"2399","39","common",678,1,"1a"
"2400","39","common",800,1,"1a"
"2401","39","common",712,1,"1a"
"2402","39","common",619,1,"1a"
"2403","39","neutral",478,1,"1a"
"2404","39","neutral",581,1,"1a"
"2405","39","common",439,1,"1a"
"2406","39","common",744,1,"1a"
"2407","39","neutral",546,1,"1a"
"2408","39","unique",658,1,"1a"
"2409","39","common",550,1,"1a"
"2410","39","common",554,0,"1a"
"2411","39","unique",611,0,"1a"
"2412","39","neutral",610,1,"1a"
"2413","39","unique",546,1,"1a"
"2414","39","common",780,1,"1a"
"2415","39","neutral",548,1,"1a"
"2416","39","neutral",583,1,"1a"
"2417","39","neutral",514,1,"1a"
"2418","39","unique",595,1,"1a"
"2419","39","neutral",608,1,"1a"
"2420","39","unique",624,1,"1a"
"2421","39","neutral",571,1,"1a"
"2422","39","common",498,1,"1a"
"2423","39","unique",791,1,"1a"
"2424","39","unique",632,1,"1a"
"2425","39","unique",504,1,"1a"
"2426","39","neutral",732,1,"1a"
"2427","39","neutral",514,1,"1a"
"2428","39","unique",515,1,"1a"
"2429","39","common",562,1,"1a"
"2430","39","unique",591,1,"1a"
"2431","39","unique",546,1,"1a"
"2432","39","unique",446,0,"1a"
"2433","39","unique",525,1,"1a"
"2434","39","unique",585,1,"1a"
"2435","39","neutral",507,0,"1a"
"2436","39","neutral",727,1,"1a"
"2437","39","neutral",546,0,"1a"
"2438","39","common",679,1,"1a"
"2439","39","neutral",495,1,"1a"
"2440","39","unique",587,1,"1a"
"2441","39","neutral",542,1,"1a"
"2442","39","unique",475,1,"1a"
"2443","39","unique",684,1,"1a"
"2444","39","common",727,1,"1a"
"2445","39","neutral",556,1,"1a"
"2446","39","common",809,1,"1a"
"2447","39","unique",509,1,"1a"
"2448","39","unique",593,1,"1a"
"2449","39","neutral",579,1,"1a"
"2450","41","neutral",531,1,"1a"
"2451","41","neutral",537,0,"1a"
"2452","41","unique",793,1,"1a"
"2453","41","neutral",541,1,"1a"
"2454","41","common",450,1,"1a"
"2455","41","common",570,1,"1a"
"2456","41","common",615,1,"1a"
"2457","41","common",730,1,"1a"
"2458","41","neutral",500,1,"1a"
"2459","41","common",916,1,"1a"
"2460","41","unique",533,1,"1a"
"2461","41","unique",569,1,"1a"
"2462","41","common",587,1,"1a"
"2463","41","common",468,1,"1a"
"2464","41","common",679,0,"1a"
"2465","41","neutral",630,1,"1a"
"2466","41","neutral",453,1,"1a"
"2467","41","unique",1076,1,"1a"
"2468","41","neutral",619,1,"1a"
"2469","41","unique",513,1,"1a"
"2470","41","unique",522,1,"1a"
"2471","41","common",606,1,"1a"
"2472","41","unique",520,1,"1a"
"2473","41","neutral",680,1,"1a"
"2474","41","common",483,1,"1a"
"2475","41","common",496,0,"1a"
"2476","41","neutral",529,0,"1a"
"2477","41","unique",598,1,"1a"
"2478","41","neutral",581,0,"1a"
"2479","41","neutral",579,1,"1a"
"2480","41","unique",597,1,"1a"
"2481","41","neutral",506,1,"1a"
"2482","41","unique",516,1,"1a"
"2483","41","neutral",356,1,"1a"
"2484","41","unique",518,1,"1a"
"2485","41","neutral",362,1,"1a"
"2486","41","common",584,1,"1a"
"2487","41","neutral",505,0,"1a"
"2488","41","common",536,1,"1a"
"2489","41","unique",620,1,"1a"
"2490","41","common",458,0,"1a"
"2491","41","neutral",373,0,"1a"
"2492","41","unique",562,0,"1a"
"2493","41","neutral",535,0,"1a"
"2494","41","common",805,1,"1a"
"2495","41","common",444,0,"1a"
"2496","41","unique",536,1,"1a"
"2497","41","common",748,0,"1a"
"2498","41","unique",607,1,"1a"
"2499","41","neutral",568,1,"1a"
"2500","41","unique",762,1,"1a"
"2501","41","unique",375,0,"1a"
"2502","41","common",631,1,"1a"
"2503","41","neutral",668,1,"1a"
"2504","41","unique",429,1,"1a"
"2505","41","common",532,1,"1a"
"2506","41","unique",600,1,"1a"
"2507","41","common",697,1,"1a"
"2508","41","common",481,0,"1a"
"2509","41","unique",603,1,"1a"
"2510","41","neutral",518,0,"1a"
"2511","41","common",571,1,"1a"
"2512","41","unique",684,1,"1a"
"2513","41","neutral",600,1,"1a"
"2514","41","common",824,1,"1a"
"2515","41","neutral",1136,1,"1a"
"2516","41","common",667,1,"1a"
"2517","41","unique",697,1,"1a"
"2518","41","unique",1037,1,"1a"
"2519","41","neutral",671,1,"1a"
"2520","41","unique",732,1,"1a"
"2521","41","unique",669,1,"1a"
