"","subID","cond_level","RT","correct","Expt"
"1","1","neutral",664,1,"1a"
"2","1","neutral",610,1,"1a"
"3","1","neutral",597,1,"1a"
"4","1","neutral",658,1,"1a"
"5","1","unique",661,1,"1a"
"6","1","common",968,1,"1a"
"7","1","common",784,1,"1a"
"8","1","neutral",617,1,"1a"
"9","1","neutral",689,1,"1a"
"10","1","neutral",632,1,"1a"
"11","1","common",819,1,"1a"
"12","1","unique",749,1,"1a"
"13","1","unique",895,1,"1a"
"14","1","common",644,1,"1a"
"15","1","neutral",629,1,"1a"
"16","1","common",1031,1,"1a"
"17","1","common",918,1,"1a"
"18","1","neutral",670,1,"1a"
"19","1","unique",881,1,"1a"
"20","1","unique",684,1,"1a"
"21","1","neutral",655,1,"1a"
"22","1","unique",783,1,"1a"
"23","1","unique",831,1,"1a"
"24","1","common",1221,1,"1a"
"25","1","unique",775,1,"1a"
"26","1","common",827,1,"1a"
"27","1","neutral",727,1,"1a"
"28","1","common",1291,1,"1a"
"29","1","common",675,1,"1a"
"30","1","common",992,1,"1a"
"31","1","neutral",616,1,"1a"
"32","1","common",669,1,"1a"
"33","1","common",632,1,"1a"
"34","1","neutral",660,1,"1a"
"35","1","unique",566,1,"1a"
"36","1","common",730,1,"1a"
"37","1","common",635,1,"1a"
"38","1","unique",594,1,"1a"
"39","1","unique",692,1,"1a"
"40","1","unique",739,1,"1a"
"41","1","common",674,1,"1a"
"42","1","common",737,1,"1a"
"43","1","neutral",619,1,"1a"
"44","1","common",623,1,"1a"
"45","1","common",770,1,"1a"
"46","1","neutral",707,1,"1a"
"47","1","common",1113,1,"1a"
"48","1","unique",591,1,"1a"
"49","1","neutral",702,1,"1a"
"50","1","unique",811,1,"1a"
"51","1","neutral",553,1,"1a"
"52","1","unique",800,1,"1a"
"53","1","common",659,1,"1a"
"54","1","unique",581,1,"1a"
"55","1","common",738,1,"1a"
"56","1","neutral",555,1,"1a"
"57","1","neutral",601,1,"1a"
"58","1","common",910,1,"1a"
"59","1","neutral",684,0,"1a"
"60","1","unique",659,1,"1a"
"61","1","common",830,1,"1a"
"62","1","neutral",592,1,"1a"
"63","1","unique",660,1,"1a"
"64","1","unique",828,1,"1a"
"65","1","neutral",741,1,"1a"
"66","1","unique",598,1,"1a"
"67","1","neutral",681,1,"1a"
"68","1","unique",727,1,"1a"
"69","1","neutral",976,1,"1a"
"70","1","neutral",832,1,"1a"
"71","1","neutral",668,1,"1a"
"72","1","common",655,1,"1a"
"73","1","common",848,1,"1a"
"74","1","unique",757,1,"1a"
"75","1","unique",740,1,"1a"
"76","1","unique",874,1,"1a"
"77","1","unique",789,1,"1a"
"78","1","neutral",669,1,"1a"
"79","1","neutral",697,1,"1a"
"80","1","common",624,1,"1a"
"81","1","unique",738,1,"1a"
"82","1","unique",671,1,"1a"
"83","1","unique",635,1,"1a"
"84","1","common",877,1,"1a"
"85","1","unique",607,1,"1a"
"86","1","common",664,1,"1a"
"87","1","unique",645,1,"1a"
"88","1","neutral",603,1,"1a"
"89","1","neutral",575,1,"1a"
"90","1","unique",593,1,"1a"
"91","1","common",844,1,"1a"
"92","1","unique",616,1,"1a"
"93","1","common",657,1,"1a"
"94","1","unique",591,1,"1a"
"95","1","unique",651,1,"1a"
"96","1","common",979,1,"1a"
"97","1","unique",653,1,"1a"
"98","1","neutral",599,1,"1a"
"99","1","unique",922,1,"1a"
"100","1","unique",660,1,"1a"
"101","1","unique",853,1,"1a"
"102","1","neutral",741,1,"1a"
"103","1","unique",738,1,"1a"
"104","1","common",799,1,"1a"
"105","1","common",907,1,"1a"
"106","1","common",833,1,"1a"
"107","1","neutral",841,1,"1a"
"108","1","common",758,1,"1a"
"109","1","unique",1203,1,"1a"
"110","1","common",853,1,"1a"
"111","1","unique",711,1,"1a"
"112","1","neutral",628,1,"1a"
"113","1","unique",696,1,"1a"
"114","1","unique",1030,1,"1a"
"115","1","common",727,1,"1a"
"116","1","unique",649,1,"1a"
"117","1","common",714,1,"1a"
"118","1","common",638,1,"1a"
"119","1","neutral",633,1,"1a"
"120","1","common",725,1,"1a"
"121","1","common",1227,1,"1a"
"122","1","neutral",571,1,"1a"
"123","1","common",715,1,"1a"
"124","1","neutral",794,1,"1a"
"125","1","neutral",610,1,"1a"
"126","1","neutral",671,1,"1a"
"127","1","unique",605,1,"1a"
"128","1","neutral",586,1,"1a"
"129","1","common",730,1,"1a"
"130","1","neutral",676,1,"1a"
"131","1","neutral",688,1,"1a"
"132","1","unique",599,1,"1a"
"133","1","neutral",618,1,"1a"
"134","1","common",819,1,"1a"
"135","1","unique",608,1,"1a"
"136","1","unique",957,1,"1a"
"137","1","unique",817,1,"1a"
"138","1","common",897,1,"1a"
"139","1","neutral",732,1,"1a"
"140","1","neutral",757,1,"1a"
"141","1","common",861,1,"1a"
"142","1","neutral",673,1,"1a"
"143","1","neutral",588,1,"1a"
"144","1","neutral",667,1,"1a"
"145","1","unique",708,1,"1a"
"146","1","neutral",671,1,"1a"
"147","1","neutral",633,1,"1a"
"148","1","common",865,1,"1a"
"149","1","unique",756,1,"1a"
"150","1","neutral",671,1,"1a"
"151","1","neutral",634,1,"1a"
"152","1","common",638,1,"1a"
"153","1","common",1143,1,"1a"
"154","1","common",809,1,"1a"
"155","1","neutral",776,1,"1a"
"156","1","unique",586,1,"1a"
"157","1","common",1113,1,"1a"
"158","1","common",1009,1,"1a"
"159","1","common",916,1,"1a"
"160","1","unique",621,1,"1a"
"161","1","unique",760,1,"1a"
"162","1","neutral",626,1,"1a"
"163","1","unique",863,1,"1a"
"164","1","neutral",678,1,"1a"
"165","1","common",758,1,"1a"
"166","1","neutral",636,1,"1a"
"167","1","unique",827,1,"1a"
"168","1","neutral",679,1,"1a"
"169","1","neutral",718,1,"1a"
"170","1","unique",535,1,"1a"
"171","1","common",719,1,"1a"
"172","1","unique",864,1,"1a"
"173","1","neutral",679,0,"1a"
"174","1","common",854,1,"1a"
"175","1","unique",605,1,"1a"
"176","1","unique",631,1,"1a"
"177","1","common",867,1,"1a"
"178","1","neutral",705,1,"1a"
"179","7","common",951,1,"1a"
"180","7","common",651,1,"1a"
"181","7","neutral",721,1,"1a"
"182","7","neutral",677,1,"1a"
"183","7","common",746,1,"1a"
"184","7","unique",627,1,"1a"
"185","7","neutral",827,1,"1a"
"186","7","common",697,1,"1a"
"187","7","unique",728,1,"1a"
"188","7","common",664,1,"1a"
"189","7","common",928,1,"1a"
"190","7","unique",707,1,"1a"
"191","7","neutral",778,1,"1a"
"192","7","unique",778,1,"1a"
"193","7","neutral",681,1,"1a"
"194","7","common",785,1,"1a"
"195","7","neutral",678,1,"1a"
"196","7","unique",674,1,"1a"
"197","7","common",972,1,"1a"
"198","7","neutral",716,1,"1a"
"199","7","unique",683,1,"1a"
"200","7","common",829,1,"1a"
"201","7","unique",640,1,"1a"
"202","7","unique",665,1,"1a"
"203","7","unique",785,1,"1a"
"204","7","common",749,1,"1a"
"205","7","neutral",756,1,"1a"
"206","7","neutral",697,1,"1a"
"207","7","unique",712,1,"1a"
"208","7","common",945,1,"1a"
"209","7","neutral",625,1,"1a"
"210","7","neutral",833,1,"1a"
"211","7","unique",946,1,"1a"
"212","7","common",916,1,"1a"
"213","7","unique",892,1,"1a"
"214","7","neutral",660,1,"1a"
"215","7","unique",841,1,"1a"
"216","7","unique",720,1,"1a"
"217","7","neutral",964,1,"1a"
"218","7","unique",752,1,"1a"
"219","7","neutral",801,1,"1a"
"220","7","common",790,1,"1a"
"221","7","neutral",851,1,"1a"
"222","7","common",1163,1,"1a"
"223","7","unique",682,1,"1a"
"224","7","unique",878,1,"1a"
"225","7","unique",761,1,"1a"
"226","7","neutral",848,1,"1a"
"227","7","common",724,1,"1a"
"228","7","common",610,1,"1a"
"229","7","neutral",579,1,"1a"
"230","7","common",639,1,"1a"
"231","7","unique",682,1,"1a"
"232","7","unique",695,1,"1a"
"233","7","common",834,1,"1a"
"234","7","unique",646,1,"1a"
"235","7","unique",633,1,"1a"
"236","7","common",864,1,"1a"
"237","7","neutral",811,1,"1a"
"238","7","common",1004,1,"1a"
"239","7","common",582,1,"1a"
"240","7","neutral",647,1,"1a"
"241","7","unique",715,1,"1a"
"242","7","neutral",654,1,"1a"
"243","7","unique",755,1,"1a"
"244","7","unique",881,1,"1a"
"245","7","unique",773,1,"1a"
"246","7","neutral",910,1,"1a"
"247","7","unique",700,1,"1a"
"248","7","common",700,1,"1a"
"249","7","common",895,1,"1a"
"250","7","common",604,1,"1a"
"251","7","neutral",690,1,"1a"
"252","7","common",755,1,"1a"
"253","7","common",749,1,"1a"
"254","7","neutral",655,1,"1a"
"255","7","neutral",625,1,"1a"
"256","7","unique",654,1,"1a"
"257","7","neutral",615,1,"1a"
"258","7","neutral",608,1,"1a"
"259","7","unique",554,1,"1a"
"260","7","common",780,1,"1a"
"261","7","common",916,1,"1a"
"262","7","neutral",603,1,"1a"
"263","7","common",616,1,"1a"
"264","7","neutral",660,1,"1a"
"265","7","neutral",730,1,"1a"
"266","7","common",779,1,"1a"
"267","7","unique",697,1,"1a"
"268","7","neutral",818,1,"1a"
"269","7","common",895,1,"1a"
"270","7","common",693,1,"1a"
"271","7","common",899,1,"1a"
"272","7","common",685,1,"1a"
"273","7","neutral",608,1,"1a"
"274","7","neutral",852,1,"1a"
"275","7","common",718,1,"1a"
"276","7","neutral",493,1,"1a"
"277","7","neutral",638,1,"1a"
"278","7","neutral",918,1,"1a"
"279","7","common",758,1,"1a"
"280","7","neutral",643,1,"1a"
"281","7","unique",618,1,"1a"
"282","7","common",782,1,"1a"
"283","7","unique",624,1,"1a"
"284","7","neutral",655,1,"1a"
"285","7","common",834,1,"1a"
"286","7","unique",613,1,"1a"
"287","7","unique",662,1,"1a"
"288","7","unique",633,1,"1a"
"289","7","unique",682,1,"1a"
"290","7","unique",803,1,"1a"
"291","7","neutral",698,1,"1a"
"292","7","neutral",851,1,"1a"
"293","7","neutral",680,1,"1a"
"294","7","neutral",703,1,"1a"
"295","7","common",716,1,"1a"
"296","7","neutral",773,1,"1a"
"297","7","unique",708,1,"1a"
"298","7","common",839,1,"1a"
"299","7","common",890,1,"1a"
"300","7","common",796,1,"1a"
"301","7","common",995,1,"1a"
"302","7","unique",899,1,"1a"
"303","7","neutral",795,1,"1a"
"304","7","unique",783,1,"1a"
"305","7","common",634,1,"1a"
"306","7","unique",699,1,"1a"
"307","7","neutral",602,1,"1a"
"308","7","common",845,1,"1a"
"309","7","neutral",696,1,"1a"
"310","7","unique",917,1,"1a"
"311","7","common",877,1,"1a"
"312","7","unique",814,1,"1a"
"313","7","neutral",748,1,"1a"
"314","7","common",758,1,"1a"
"315","7","unique",911,1,"1a"
"316","7","unique",689,1,"1a"
"317","7","unique",649,1,"1a"
"318","7","neutral",735,1,"1a"
"319","7","common",629,1,"1a"
"320","7","unique",893,1,"1a"
"321","7","neutral",806,1,"1a"
"322","7","neutral",561,1,"1a"
"323","7","neutral",720,1,"1a"
"324","7","unique",781,1,"1a"
"325","7","unique",748,1,"1a"
"326","7","neutral",785,1,"1a"
"327","7","common",964,1,"1a"
"328","7","common",726,1,"1a"
"329","7","unique",734,1,"1a"
"330","7","common",913,1,"1a"
"331","7","unique",1001,1,"1a"
"332","7","common",871,1,"1a"
"333","7","neutral",780,1,"1a"
"334","7","unique",657,1,"1a"
"335","7","neutral",610,1,"1a"
"336","7","common",803,1,"1a"
"337","7","unique",769,1,"1a"
"338","7","neutral",824,1,"1a"
"339","7","unique",652,1,"1a"
"340","7","unique",761,1,"1a"
"341","7","common",924,1,"1a"
"342","7","unique",712,1,"1a"
"343","7","common",659,1,"1a"
"344","7","neutral",612,1,"1a"
"345","7","common",711,1,"1a"
"346","7","unique",630,1,"1a"
"347","7","common",794,1,"1a"
"348","7","neutral",628,1,"1a"
"349","7","common",906,1,"1a"
"350","7","unique",828,1,"1a"
"351","7","unique",705,1,"1a"
"352","7","unique",807,1,"1a"
"353","7","neutral",707,1,"1a"
"354","7","neutral",1179,1,"1a"
"355","7","common",970,1,"1a"
"356","7","common",793,1,"1a"
"357","7","neutral",694,1,"1a"
"358","7","neutral",754,1,"1a"
"359","8","neutral",838,1,"1a"
"360","8","common",712,0,"1a"
"361","8","neutral",701,1,"1a"
"362","8","common",784,1,"1a"
"363","8","neutral",657,1,"1a"
"364","8","unique",753,1,"1a"
"365","8","unique",690,1,"1a"
"366","8","unique",879,1,"1a"
"367","8","neutral",847,1,"1a"
"368","8","unique",670,1,"1a"
"369","8","neutral",721,1,"1a"
"370","8","neutral",884,1,"1a"
"371","8","common",873,1,"1a"
"372","8","neutral",679,1,"1a"
"373","8","neutral",668,1,"1a"
"374","8","common",749,1,"1a"
"375","8","unique",703,1,"1a"
"376","8","unique",679,1,"1a"
"377","8","common",904,1,"1a"
"378","8","unique",631,1,"1a"
"379","8","common",908,1,"1a"
"380","8","neutral",777,1,"1a"
"381","8","unique",708,1,"1a"
"382","8","unique",887,1,"1a"
"383","8","neutral",773,1,"1a"
"384","8","unique",658,1,"1a"
"385","8","unique",551,1,"1a"
"386","8","unique",678,1,"1a"
"387","8","common",855,1,"1a"
"388","8","common",868,1,"1a"
"389","8","unique",706,1,"1a"
"390","8","common",715,1,"1a"
"391","8","common",750,1,"1a"
"392","8","neutral",647,1,"1a"
"393","8","unique",592,1,"1a"
"394","8","neutral",698,1,"1a"
"395","8","neutral",754,1,"1a"
"396","8","common",687,1,"1a"
"397","8","common",655,1,"1a"
"398","8","unique",850,1,"1a"
"399","8","unique",805,1,"1a"
"400","8","common",681,1,"1a"
"401","8","neutral",632,1,"1a"
"402","8","unique",659,1,"1a"
"403","8","unique",998,1,"1a"
"404","8","neutral",652,1,"1a"
"405","8","common",952,1,"1a"
"406","8","common",632,1,"1a"
"407","8","unique",794,1,"1a"
"408","8","neutral",613,1,"1a"
"409","8","neutral",900,1,"1a"
"410","8","unique",710,1,"1a"
"411","8","common",646,1,"1a"
"412","8","neutral",829,1,"1a"
"413","8","common",558,1,"1a"
"414","8","unique",617,1,"1a"
"415","8","unique",763,1,"1a"
"416","8","unique",712,1,"1a"
"417","8","neutral",614,1,"1a"
"418","8","common",945,1,"1a"
"419","8","unique",729,1,"1a"
"420","8","neutral",609,1,"1a"
"421","8","neutral",687,1,"1a"
"422","8","common",904,1,"1a"
"423","8","neutral",697,1,"1a"
"424","8","neutral",851,1,"1a"
"425","8","neutral",749,1,"1a"
"426","8","neutral",719,1,"1a"
"427","8","common",895,1,"1a"
"428","8","common",732,1,"1a"
"429","8","common",778,1,"1a"
"430","8","unique",740,1,"1a"
"431","8","common",786,1,"1a"
"432","8","common",843,1,"1a"
"433","8","unique",1090,1,"1a"
"434","8","unique",733,1,"1a"
"435","8","common",872,1,"1a"
"436","8","common",951,1,"1a"
"437","8","unique",750,1,"1a"
"438","8","neutral",912,1,"1a"
"439","8","unique",750,1,"1a"
"440","8","unique",676,1,"1a"
"441","8","common",712,1,"1a"
"442","8","neutral",805,1,"1a"
"443","8","common",650,1,"1a"
"444","8","neutral",627,1,"1a"
"445","8","neutral",641,1,"1a"
"446","8","neutral",648,1,"1a"
"447","8","common",758,1,"1a"
"448","8","unique",654,1,"1a"
"449","8","common",965,1,"1a"
"450","8","unique",654,1,"1a"
"451","8","common",828,1,"1a"
"452","8","unique",719,1,"1a"
"453","8","unique",669,1,"1a"
"454","8","common",701,1,"1a"
"455","8","common",905,1,"1a"
"456","8","neutral",658,1,"1a"
"457","8","unique",1013,1,"1a"
"458","8","unique",759,1,"1a"
"459","8","common",672,1,"1a"
"460","8","common",654,1,"1a"
"461","8","common",1012,1,"1a"
"462","8","unique",784,1,"1a"
"463","8","neutral",1300,1,"1a"
"464","8","neutral",973,1,"1a"
"465","8","unique",715,1,"1a"
"466","8","neutral",925,1,"1a"
"467","8","unique",1002,1,"1a"
"468","8","common",1016,1,"1a"
"469","8","neutral",695,1,"1a"
"470","8","common",957,1,"1a"
"471","8","unique",810,1,"1a"
"472","8","unique",695,1,"1a"
"473","8","neutral",701,1,"1a"
"474","8","neutral",603,1,"1a"
"475","8","unique",811,1,"1a"
"476","8","unique",777,1,"1a"
"477","8","common",956,1,"1a"
"478","8","common",631,1,"1a"
"479","8","unique",935,1,"1a"
"480","8","common",699,1,"1a"
"481","8","common",864,1,"1a"
"482","8","unique",681,1,"1a"
"483","8","common",640,1,"1a"
"484","8","unique",701,1,"1a"
"485","8","neutral",673,1,"1a"
"486","8","unique",702,1,"1a"
"487","8","neutral",720,1,"1a"
"488","8","neutral",802,1,"1a"
"489","8","unique",916,1,"1a"
"490","8","unique",610,1,"1a"
"491","8","neutral",682,1,"1a"
"492","8","neutral",664,1,"1a"
"493","8","unique",792,1,"1a"
"494","8","neutral",669,1,"1a"
"495","8","unique",823,1,"1a"
"496","8","common",886,1,"1a"
"497","8","neutral",689,1,"1a"
"498","8","common",683,1,"1a"
"499","8","common",823,1,"1a"
"500","8","common",1082,1,"1a"
"501","8","unique",716,1,"1a"
"502","8","neutral",633,1,"1a"
"503","8","unique",835,1,"1a"
"504","8","neutral",686,1,"1a"
"505","8","unique",653,1,"1a"
"506","8","neutral",799,1,"1a"
"507","8","unique",968,1,"1a"
"508","8","neutral",655,1,"1a"
"509","8","unique",909,1,"1a"
"510","8","neutral",1003,1,"1a"
"511","8","common",700,1,"1a"
"512","8","common",943,1,"1a"
"513","8","neutral",1136,1,"1a"
"514","8","common",712,1,"1a"
"515","8","common",848,1,"1a"
"516","8","neutral",665,1,"1a"
"517","8","neutral",935,1,"1a"
"518","8","neutral",1093,1,"1a"
"519","8","common",1185,1,"1a"
"520","8","neutral",913,1,"1a"
"521","8","neutral",880,1,"1a"
"522","8","common",943,1,"1a"
"523","8","unique",724,1,"1a"
"524","8","neutral",730,1,"1a"
"525","8","common",810,1,"1a"
"526","8","common",677,1,"1a"
"527","8","common",984,1,"1a"
"528","8","common",853,1,"1a"
"529","8","unique",665,1,"1a"
"530","8","neutral",878,1,"1a"
"531","8","common",845,1,"1a"
"532","8","unique",751,1,"1a"
"533","8","unique",752,1,"1a"
"534","8","neutral",759,1,"1a"
"535","8","neutral",801,1,"1a"
"536","8","neutral",697,1,"1a"
"537","16","neutral",645,1,"1a"
"538","16","unique",616,0,"1a"
"539","16","common",782,0,"1a"
"540","16","unique",936,1,"1a"
"541","16","unique",736,0,"1a"
"542","16","unique",760,1,"1a"
"543","16","neutral",868,1,"1a"
"544","16","neutral",1164,1,"1a"
"545","16","common",855,0,"1a"
"546","16","neutral",971,1,"1a"
"547","16","neutral",1018,1,"1a"
"548","16","common",892,1,"1a"
"549","16","neutral",737,1,"1a"
"550","16","common",982,1,"1a"
"551","16","unique",741,1,"1a"
"552","16","neutral",805,1,"1a"
"553","16","common",1151,1,"1a"
"554","16","neutral",918,1,"1a"
"555","16","unique",984,1,"1a"
"556","16","common",707,1,"1a"
"557","16","neutral",856,1,"1a"
"558","16","neutral",796,1,"1a"
"559","16","unique",778,1,"1a"
"560","16","unique",833,1,"1a"
"561","16","neutral",537,1,"1a"
"562","16","common",882,1,"1a"
"563","16","common",740,1,"1a"
"564","16","neutral",713,0,"1a"
"565","16","common",1038,1,"1a"
"566","16","neutral",763,1,"1a"
"567","16","unique",774,1,"1a"
"568","16","neutral",708,1,"1a"
"569","16","common",850,1,"1a"
"570","16","unique",765,1,"1a"
"571","16","common",773,1,"1a"
"572","16","unique",880,1,"1a"
"573","16","common",798,1,"1a"
"574","16","neutral",792,1,"1a"
"575","16","common",772,0,"1a"
"576","16","unique",793,1,"1a"
"577","16","common",672,1,"1a"
"578","16","unique",883,0,"1a"
"579","16","common",893,1,"1a"
"580","16","neutral",911,0,"1a"
"581","16","neutral",917,1,"1a"
"582","16","neutral",1026,1,"1a"
"583","16","neutral",656,1,"1a"
"584","16","unique",827,1,"1a"
"585","16","common",852,1,"1a"
"586","16","neutral",860,0,"1a"
"587","16","unique",875,1,"1a"
"588","16","unique",950,1,"1a"
"589","16","common",754,1,"1a"
"590","16","common",1027,1,"1a"
"591","16","unique",751,1,"1a"
"592","16","common",726,1,"1a"
"593","16","neutral",687,1,"1a"
"594","16","unique",585,1,"1a"
"595","16","common",807,1,"1a"
"596","16","unique",777,1,"1a"
"597","16","neutral",732,1,"1a"
"598","16","unique",705,1,"1a"
"599","16","unique",834,0,"1a"
"600","16","neutral",819,1,"1a"
"601","16","common",604,1,"1a"
"602","16","unique",574,1,"1a"
"603","16","common",896,1,"1a"
"604","16","neutral",754,1,"1a"
"605","16","neutral",674,1,"1a"
"606","16","unique",632,1,"1a"
"607","16","unique",864,1,"1a"
"608","16","unique",785,1,"1a"
"609","16","neutral",663,1,"1a"
"610","16","common",741,1,"1a"
"611","16","common",810,1,"1a"
"612","16","common",716,1,"1a"
"613","16","neutral",852,0,"1a"
"614","16","neutral",932,1,"1a"
"615","16","common",791,1,"1a"
"616","16","common",1109,1,"1a"
"617","16","common",772,1,"1a"
"618","16","unique",1006,1,"1a"
"619","16","unique",1123,1,"1a"
"620","16","unique",773,1,"1a"
"621","16","unique",716,1,"1a"
"622","16","common",733,1,"1a"
"623","16","neutral",866,0,"1a"
"624","16","common",881,1,"1a"
"625","16","neutral",788,0,"1a"
"626","16","unique",687,1,"1a"
"627","16","common",708,1,"1a"
"628","16","neutral",669,1,"1a"
"629","16","neutral",776,1,"1a"
"630","16","common",768,0,"1a"
"631","16","common",1235,1,"1a"
"632","16","common",775,1,"1a"
"633","16","common",695,1,"1a"
"634","16","common",796,1,"1a"
"635","16","common",786,1,"1a"
"636","16","neutral",824,1,"1a"
"637","16","neutral",909,1,"1a"
"638","16","unique",653,1,"1a"
"639","16","unique",838,1,"1a"
"640","16","common",826,1,"1a"
"641","16","neutral",764,1,"1a"
"642","16","unique",699,1,"1a"
"643","16","neutral",885,1,"1a"
"644","16","unique",775,1,"1a"
"645","16","unique",654,1,"1a"
"646","16","unique",814,1,"1a"
"647","16","common",592,1,"1a"
"648","16","neutral",685,0,"1a"
"649","16","common",788,1,"1a"
"650","16","neutral",714,1,"1a"
"651","16","common",691,1,"1a"
"652","16","neutral",741,1,"1a"
"653","16","unique",833,1,"1a"
"654","16","common",870,1,"1a"
"655","16","neutral",928,1,"1a"
"656","16","common",686,1,"1a"
"657","16","neutral",537,0,"1a"
"658","16","neutral",896,1,"1a"
"659","16","neutral",778,1,"1a"
"660","16","neutral",793,1,"1a"
"661","16","common",923,1,"1a"
"662","16","unique",728,1,"1a"
"663","16","common",1293,1,"1a"
"664","16","common",727,1,"1a"
"665","16","unique",749,1,"1a"
"666","16","common",800,1,"1a"
"667","16","neutral",674,1,"1a"
"668","16","neutral",720,1,"1a"
"669","16","unique",850,1,"1a"
"670","16","unique",862,1,"1a"
"671","16","neutral",629,1,"1a"
"672","16","common",757,1,"1a"
"673","16","common",989,1,"1a"
"674","16","unique",1032,1,"1a"
"675","16","neutral",715,0,"1a"
"676","16","neutral",581,1,"1a"
"677","16","common",784,1,"1a"
"678","16","common",734,1,"1a"
"679","16","neutral",675,1,"1a"
"680","16","unique",741,1,"1a"
"681","16","neutral",478,1,"1a"
"682","16","neutral",464,1,"1a"
"683","16","common",931,1,"1a"
"684","16","neutral",824,1,"1a"
"685","16","unique",708,1,"1a"
"686","16","common",1026,1,"1a"
"687","16","unique",775,1,"1a"
"688","16","unique",730,1,"1a"
"689","16","unique",919,1,"1a"
"690","16","neutral",836,1,"1a"
"691","16","unique",893,1,"1a"
"692","16","unique",907,1,"1a"
"693","16","neutral",664,1,"1a"
"694","16","common",535,1,"1a"
"695","16","common",1088,1,"1a"
"696","16","common",727,1,"1a"
"697","16","unique",1035,1,"1a"
"698","16","common",1140,1,"1a"
"699","16","neutral",788,1,"1a"
"700","16","common",1031,0,"1a"
"701","16","unique",1111,1,"1a"
"702","16","unique",917,1,"1a"
"703","16","unique",1439,0,"1a"
"704","16","common",911,1,"1a"
"705","16","neutral",1293,1,"1a"
"706","16","common",1011,1,"1a"
"707","16","neutral",1221,1,"1a"
"708","16","unique",982,1,"1a"
"709","16","neutral",807,1,"1a"
"710","16","unique",777,0,"1a"
"711","16","neutral",1051,1,"1a"
"712","16","unique",633,1,"1a"
"713","16","unique",772,1,"1a"
"714","18","common",764,0,"1a"
"715","18","common",1338,0,"1a"
"716","18","common",759,1,"1a"
"717","18","unique",2209,0,"1a"
"718","18","neutral",760,1,"1a"
"719","18","neutral",812,1,"1a"
"720","18","neutral",1475,1,"1a"
"721","18","common",1087,1,"1a"
"722","18","common",1259,1,"1a"
"723","18","common",639,1,"1a"
"724","18","common",684,1,"1a"
"725","18","neutral",720,1,"1a"
"726","18","common",590,1,"1a"
"727","18","unique",582,0,"1a"
"728","18","common",917,0,"1a"
"729","18","unique",877,0,"1a"
"730","18","unique",1927,0,"1a"
"731","18","unique",2011,0,"1a"
"732","18","neutral",1232,1,"1a"
"733","18","common",1632,1,"1a"
"734","18","common",1663,1,"1a"
"735","18","unique",843,1,"1a"
"736","18","unique",1247,1,"1a"
"737","18","neutral",983,1,"1a"
"738","18","neutral",886,1,"1a"
"739","18","common",1333,1,"1a"
"740","18","neutral",650,1,"1a"
"741","18","unique",681,1,"1a"
"742","18","unique",986,1,"1a"
"743","18","unique",860,1,"1a"
"744","18","unique",801,1,"1a"
"745","18","neutral",714,0,"1a"
"746","18","unique",946,1,"1a"
"747","18","common",841,1,"1a"
"748","18","neutral",724,1,"1a"
"749","18","neutral",710,1,"1a"
"750","18","neutral",940,1,"1a"
"751","18","unique",802,1,"1a"
"752","18","neutral",656,1,"1a"
"753","18","common",866,1,"1a"
"754","18","unique",774,1,"1a"
"755","18","neutral",1281,1,"1a"
"756","18","unique",716,1,"1a"
"757","18","unique",1214,1,"1a"
"758","18","neutral",818,1,"1a"
"759","18","neutral",788,1,"1a"
"760","18","unique",685,1,"1a"
"761","18","common",2322,1,"1a"
"762","18","unique",1067,1,"1a"
"763","18","unique",920,1,"1a"
"764","18","neutral",768,1,"1a"
"765","18","common",997,1,"1a"
"766","18","common",882,1,"1a"
"767","18","common",1077,1,"1a"
"768","18","neutral",796,1,"1a"
"769","18","unique",867,1,"1a"
"770","18","common",947,1,"1a"
"771","18","neutral",685,1,"1a"
"772","18","unique",987,1,"1a"
"773","18","unique",857,1,"1a"
"774","18","neutral",773,1,"1a"
"775","18","unique",1135,1,"1a"
"776","18","unique",984,1,"1a"
"777","18","neutral",1124,1,"1a"
"778","18","common",1953,1,"1a"
"779","18","unique",1123,1,"1a"
"780","18","common",950,1,"1a"
"781","18","neutral",918,1,"1a"
"782","18","neutral",785,1,"1a"
"783","18","common",1114,1,"1a"
"784","18","unique",891,1,"1a"
"785","18","common",879,1,"1a"
"786","18","neutral",885,1,"1a"
"787","18","neutral",704,1,"1a"
"788","18","neutral",1524,1,"1a"
"789","18","common",1279,1,"1a"
"790","18","common",838,1,"1a"
"791","18","common",815,1,"1a"
"792","18","common",998,1,"1a"
"793","18","unique",883,1,"1a"
"794","18","common",827,1,"1a"
"795","18","unique",842,1,"1a"
"796","18","common",1292,1,"1a"
"797","18","neutral",1376,1,"1a"
"798","18","neutral",798,1,"1a"
"799","18","neutral",691,1,"1a"
"800","18","neutral",702,1,"1a"
"801","18","neutral",775,1,"1a"
"802","18","common",1265,1,"1a"
"803","18","unique",1018,1,"1a"
"804","18","unique",843,1,"1a"
"805","18","common",1147,1,"1a"
"806","18","common",782,1,"1a"
"807","18","common",765,1,"1a"
"808","18","common",911,1,"1a"
"809","18","common",1171,1,"1a"
"810","18","neutral",1578,1,"1a"
"811","18","common",1249,1,"1a"
"812","18","unique",682,1,"1a"
"813","18","neutral",850,1,"1a"
"814","18","unique",920,1,"1a"
"815","18","common",781,1,"1a"
"816","18","neutral",938,1,"1a"
"817","18","neutral",856,1,"1a"
